Holiday,Temperature,Rainfall_last_hour,Snowfall_last_hour,Cloud_Cover,Weather,Weather_Desc,TimeStamp,Date,Traffic_Vol
,254.82,0,0,90,Cloudy skies,Full cloud cover,01/03/10 16:00,01/03/10,4318
,255.22,0,0,90,Cloudy skies,Full cloud cover,01/03/10 17:00,01/03/10,4044
,255.02,0,0,75,Cloudy skies,Fragmented clouds,01/03/10 18:00,01/03/10,3905
,254.6,0,0,76,Cloudy skies,Fragmented clouds,01/03/10 19:00,01/03/10,2977
,253.62,0,0,90,Cloudy skies,Full cloud cover,01/03/10 20:00,01/03/10,2754
,252.87,0,0,76,Cloudy skies,Fragmented clouds,01/03/10 21:00,01/03/10,3249
,252.72,0,0,76,Cloudy skies,Fragmented clouds,01/03/10 22:00,01/03/10,2667
,252.42,0,0,75,Cloudy skies,Fragmented clouds,01/03/10 23:00,01/03/10,1609
,251.57,0,0,75,Cloudy skies,Fragmented clouds,02/03/10 0:00,02/03/10,1032
,250.34,0,0,90,Cloudy skies,Full cloud cover,02/03/10 1:00,02/03/10,611
,250.02,0,0,40,Cloudy skies,Partly cloudy skies,02/03/10 2:00,02/03/10,520
,249.65,0,0,20,Cloudy skies,Scattered clouds,02/03/10 3:00,02/03/10,302
,248.98,0,0,76,Cloudy skies,Fragmented clouds,02/03/10 4:00,02/03/10,259
,247.85,0,0,1,Clear skies,Clear skies,02/03/10 5:00,02/03/10,444
,247.95,0,0,2,Clear skies,Clear skies,02/03/10 6:00,02/03/10,762
,246.92,0,0,20,Cloudy skies,Scattered clouds,02/03/10 7:00,02/03/10,1074
,247.64,0,0,1,Clear skies,Clear skies,02/03/10 8:00,02/03/10,1715
,249.47,0,0,2,Clear skies,Clear skies,02/03/10 9:00,02/03/10,2492
,251.35,0,0,2,Clear skies,Clear skies,02/03/10 10:00,02/03/10,3179
,252.5,0,0,1,Clear skies,Clear skies,02/03/10 11:00,02/03/10,3404
,254.93,0,0,1,Clear skies,Clear skies,02/03/10 12:00,02/03/10,3845
,255.99,0,0,2,Clear skies,Clear skies,02/03/10 13:00,02/03/10,4115
,256.95,0,0,2,Clear skies,Clear skies,02/03/10 14:00,02/03/10,4004
,256.5,0,0,2,Clear skies,Clear skies,02/03/10 15:00,02/03/10,3873
,257.6,0,0,1,Clear skies,Clear skies,02/03/10 16:00,02/03/10,4129
,257.33,0,0,2,Clear skies,Clear skies,02/03/10 17:00,02/03/10,3616
,256.16,0,0,2,Clear skies,Clear skies,02/03/10 18:00,02/03/10,3321
,255.64,0,0,1,Clear skies,Clear skies,02/03/10 19:00,02/03/10,2686
,254.19,0,0,1,Clear skies,Clear skies,02/03/10 20:00,02/03/10,2094
,253.37,0,0,1,Clear skies,Clear skies,02/03/10 21:00,02/03/10,1819
,252.87,0,0,1,Clear skies,Clear skies,02/03/10 22:00,02/03/10,1410
,251.59,0,0,1,Clear skies,Clear skies,02/03/10 23:00,02/03/10,2545
,251.47,0,0,1,Clear skies,Clear skies,03/03/10 0:00,03/03/10,933
,251.07,0,0,1,Clear skies,Clear skies,03/03/10 1:00,03/03/10,359
,249.78,0,0,1,Clear skies,Clear skies,03/03/10 2:00,03/03/10,265
,249.48,0,0,2,Clear skies,Clear skies,03/03/10 3:00,03/03/10,365
,248.55,0,0,1,Clear skies,Clear skies,03/03/10 4:00,03/03/10,779
,249.17,0,0,20,Cloudy skies,Scattered clouds,03/03/10 5:00,03/03/10,2508
,249.52,0,0,41,Cloudy skies,Partly cloudy skies,03/03/10 6:00,03/03/10,5269
,249.79,0,0,75,Cloudy skies,Fragmented clouds,03/03/10 7:00,03/03/10,6165
,251.89,0,0,75,Cloudy skies,Fragmented clouds,03/03/10 8:00,03/03/10,5311
,252.65,0,0,90,Cloudy skies,Full cloud cover,03/03/10 9:00,03/03/10,4752
,254.47,0,0,91,Cloudy skies,Full cloud cover,03/03/10 10:00,03/03/10,4140
,255.5,0,0,90,Cloudy skies,Full cloud cover,03/03/10 11:00,03/03/10,4319
,257.7,0,0,91,Cloudy skies,Full cloud cover,03/03/10 12:00,03/03/10,4443
,258.65,0,0,90,Cloudy skies,Full cloud cover,03/03/10 13:00,03/03/10,4496
,260.33,0,0,75,Cloudy skies,Fragmented clouds,03/03/10 14:00,03/03/10,4905
,260.42,0,0,90,Cloudy skies,Full cloud cover,03/03/10 15:00,03/03/10,5405
,261.05,0,0,91,Cloudy skies,Full cloud cover,03/03/10 16:00,03/03/10,6091
,261.09,0,0,90,Cloudy skies,Full cloud cover,03/03/10 17:00,03/03/10,5680
,261.05,0,0,91,Cloudy skies,Full cloud cover,03/03/10 18:00,03/03/10,4093
,260.5,0,0,90,Cloudy skies,Full cloud cover,03/03/10 19:00,03/03/10,2791
,260.33,0,0,91,Cloudy skies,Full cloud cover,03/03/10 20:00,03/03/10,2475
,259.8,0,0,91,Cloudy skies,Full cloud cover,03/03/10 21:00,03/03/10,2923
,260.13,0,0,90,Cloudy skies,Full cloud cover,03/03/10 22:00,03/03/10,2657
,260.48,0,0,90,Cloudy skies,Full cloud cover,03/03/10 23:00,03/03/10,969
,260.1,0,0,90,Cloudy skies,Full cloud cover,04/03/10 0:00,04/03/10,512
,260.27,0,0,90,Cloudy skies,Full cloud cover,04/03/10 1:00,04/03/10,316
,260.47,0,0,91,Cloudy skies,Full cloud cover,04/03/10 2:00,04/03/10,241
,260.05,0,0,90,Cloudy skies,Full cloud cover,04/03/10 3:00,04/03/10,375
,260.15,0,0,91,Cloudy skies,Full cloud cover,04/03/10 4:00,04/03/10,826
,260.05,0,0,90,Cloudy skies,Full cloud cover,04/03/10 5:00,04/03/10,2606
,260.17,0,0,90,Cloudy skies,Full cloud cover,04/03/10 6:00,04/03/10,5419
,260.6,0,0,90,Cloudy skies,Full cloud cover,04/03/10 7:00,04/03/10,5276
,260.95,0,0,90,Cloudy skies,Full cloud cover,04/03/10 8:00,04/03/10,5473
,261.75,0,0,90,Cloudy skies,Full cloud cover,04/03/10 9:00,04/03/10,5106
,262.45,0,0,90,Cloudy skies,Full cloud cover,04/03/10 10:00,04/03/10,4243
,263.35,0,0,90,Cloudy skies,Full cloud cover,04/03/10 11:00,04/03/10,4559
,264.25,0,0,90,Cloudy skies,Full cloud cover,04/03/10 12:00,04/03/10,4663
,265.15,0,0,90,Cloudy skies,Full cloud cover,04/03/10 13:00,04/03/10,4717
,265.71,0,0,90,Cloudy skies,Full cloud cover,04/03/10 14:00,04/03/10,5235
,265.5,0,0,90,Cloudy skies,Full cloud cover,04/03/10 20:00,04/03/10,2724
,265.18,0,0,90,Cloudy skies,Full cloud cover,04/03/10 21:00,04/03/10,2391
,265.08,0,0,90,Cloudy skies,Full cloud cover,04/03/10 22:00,04/03/10,1431
,264.68,0,0,91,Cloudy skies,Full cloud cover,04/03/10 23:00,04/03/10,976
,264.79,0,0,90,Cloudy skies,Full cloud cover,05/03/10 0:00,05/03/10,507
,265.24,0,0,91,Cloudy skies,Full cloud cover,05/03/10 1:00,05/03/10,324
,265.19,0,0,90,Cloudy skies,Full cloud cover,05/03/10 2:00,05/03/10,221
,264.56,0,0,90,Cloudy skies,Full cloud cover,05/03/10 3:00,05/03/10,367
,264.16,0,0,90,Cloudy skies,Full cloud cover,05/03/10 4:00,05/03/10,789
,263.67,0,0,75,Cloudy skies,Fragmented clouds,05/03/10 5:00,05/03/10,2702
,261.32,0,0,40,Cloudy skies,Partly cloudy skies,05/03/10 6:00,05/03/10,5706
,261.07,0,0,76,Cloudy skies,Fragmented clouds,05/03/10 7:00,05/03/10,5999
,262.36,0,0,20,Cloudy skies,Scattered clouds,05/03/10 8:00,05/03/10,5851
,263.78,0,0,20,Cloudy skies,Scattered clouds,05/03/10 9:00,05/03/10,4913
,265.29,0,0,20,Cloudy skies,Scattered clouds,05/03/10 10:00,05/03/10,4419
,267.19,0,0,1,Clear skies,Clear skies,05/03/10 11:00,05/03/10,4561
,267.25,0,0,20,Cloudy skies,Scattered clouds,05/03/10 12:00,05/03/10,4770
,268.23,0,0,1,Clear skies,Clear skies,05/03/10 13:00,05/03/10,4924
,268.83,0,0,2,Clear skies,Clear skies,05/03/10 14:00,05/03/10,5186
,269.77,0,0,20,Cloudy skies,Scattered clouds,05/03/10 15:00,05/03/10,5766
,269.12,0,0,1,Clear skies,Clear skies,05/03/10 16:00,05/03/10,6357
,268.75,0,0,20,Cloudy skies,Scattered clouds,05/03/10 17:00,05/03/10,6200
,267.52,0,0,21,Cloudy skies,Scattered clouds,05/03/10 18:00,05/03/10,4667
,266.52,0,0,1,Clear skies,Clear skies,05/03/10 19:00,05/03/10,3199
,265.86,0,0,1,Clear skies,Clear skies,05/03/10 20:00,05/03/10,3274
,264.62,0,0,2,Clear skies,Clear skies,05/03/10 21:00,05/03/10,2351
,264.63,0,0,2,Clear skies,Clear skies,05/03/10 22:00,05/03/10,1845
,263.69,0,0,20,Cloudy skies,Scattered clouds,05/03/10 23:00,05/03/10,1449
,263.99,0,0,20,Cloudy skies,Scattered clouds,06/03/10 0:00,06/03/10,585
,263.21,0,0,21,Cloudy skies,Scattered clouds,06/03/10 1:00,06/03/10,350
,263.72,0,0,75,Cloudy skies,Fragmented clouds,06/03/10 2:00,06/03/10,251
,263.61,0,0,41,Cloudy skies,Partly cloudy skies,06/03/10 3:00,06/03/10,377
,264.01,0,0,90,Cloudy skies,Full cloud cover,06/03/10 4:00,06/03/10,806
,264.01,0,0,90,Cloudy skies,Full cloud cover,06/03/10 5:00,06/03/10,2738
,264.23,0,0,2,Clear skies,Clear skies,06/03/10 6:00,06/03/10,5863
,264.48,0,0,90,Cloudy skies,Full cloud cover,06/03/10 7:00,06/03/10,6501
,265.5,0,0,75,Cloudy skies,Fragmented clouds,06/03/10 8:00,06/03/10,5588
,266.1,0,0,75,Cloudy skies,Fragmented clouds,06/03/10 9:00,06/03/10,5065
,267.39,0,0,90,Cloudy skies,Full cloud cover,06/03/10 10:00,06/03/10,4407
,268.85,0,0,90,Cloudy skies,Full cloud cover,06/03/10 11:00,06/03/10,4685
,270.1,0,0,90,Cloudy skies,Full cloud cover,06/03/10 12:00,06/03/10,4933
,270.56,0,0,90,Cloudy skies,Full cloud cover,06/03/10 13:00,06/03/10,4936
,271.1,0,0,91,Cloudy skies,Full cloud cover,06/03/10 14:00,06/03/10,5612
,270.9,0,0,90,Cloudy skies,Full cloud cover,06/03/10 15:00,06/03/10,6002
,270.6,0,0,91,Cloudy skies,Full cloud cover,06/03/10 16:00,06/03/10,6549
,270.33,0,0,90,Cloudy skies,Full cloud cover,06/03/10 17:00,06/03/10,6233
,270.28,0,0,90,Cloudy skies,Full cloud cover,06/03/10 18:00,06/03/10,4632
,270.2,0,0,90,Cloudy skies,Full cloud cover,06/03/10 19:00,06/03/10,3224
,269.5,0,0,76,Cloudy skies,Fragmented clouds,06/03/10 20:00,06/03/10,3094
,268.88,0,0,21,Cloudy skies,Scattered clouds,06/03/10 21:00,06/03/10,2886
,269.28,0,0,2,Clear skies,Clear skies,06/03/10 22:00,06/03/10,2184
,269.33,0,0,75,Cloudy skies,Fragmented clouds,06/03/10 23:00,06/03/10,1927
,269.39,0,0,1,Clear skies,Clear skies,07/03/10 0:00,07/03/10,693
,270.08,0,0,90,Cloudy skies,Full cloud cover,07/03/10 1:00,07/03/10,372
,271.33,0,0,90,Cloudy skies,Full cloud cover,07/03/10 2:00,07/03/10,321
,271.13,0,0,90,Cloudy skies,Full cloud cover,07/03/10 3:00,07/03/10,409
,270.98,0,0,75,Cloudy skies,Fragmented clouds,07/03/10 4:00,07/03/10,760
,271.33,0,0,90,Cloudy skies,Full cloud cover,07/03/10 5:00,07/03/10,2477
,271.13,0,0,75,Cloudy skies,Fragmented clouds,07/03/10 6:00,07/03/10,5344
,271.33,0,0,90,Cloudy skies,Full cloud cover,07/03/10 7:00,07/03/10,6343
,272.25,0,0,90,Cloudy skies,Full cloud cover,07/03/10 8:00,07/03/10,5517
,273.42,0,0,90,Cloudy skies,Full cloud cover,07/03/10 9:00,07/03/10,4991
,273.69,0,0,91,Cloudy skies,Full cloud cover,07/03/10 10:00,07/03/10,4553
,273.74,0,0,91,Cloudy skies,Full cloud cover,07/03/10 11:00,07/03/10,4917
,273.17,0,0,90,Cloudy skies,Full cloud cover,07/03/10 12:00,07/03/10,5250
,273.52,0,0,90,Cloudy skies,Full cloud cover,07/03/10 13:00,07/03/10,5255
,272.32,0,0,91,Cloudy skies,Full cloud cover,07/03/10 14:00,07/03/10,5611
,272.62,0,0,90,Cloudy skies,Full cloud cover,07/03/10 15:00,07/03/10,5840
,272.65,0,0,90,Cloudy skies,Full cloud cover,07/03/10 16:00,07/03/10,6647
,271.5,0,0,90,Cloudy skies,Full cloud cover,07/03/10 17:00,07/03/10,5814
,271.7,0,0,90,Cloudy skies,Full cloud cover,07/03/10 18:00,07/03/10,4761
,271.77,0,0,91,Cloudy skies,Full cloud cover,07/03/10 19:00,07/03/10,3533
,270.32,0,0,90,Cloudy skies,Full cloud cover,07/03/10 20:00,07/03/10,2844
,269.99,0,0,91,Cloudy skies,Full cloud cover,07/03/10 21:00,07/03/10,3134
,268.74,0,0,40,Cloudy skies,Partly cloudy skies,07/03/10 22:00,07/03/10,2702
,269.24,0,0,91,Cloudy skies,Full cloud cover,07/03/10 23:00,07/03/10,2627
,268.84,0,0,91,Cloudy skies,Full cloud cover,08/03/10 0:00,08/03/10,1908
,268.09,0,0,91,Cloudy skies,Full cloud cover,08/03/10 1:00,08/03/10,780
,267.91,0,0,90,Cloudy skies,Full cloud cover,08/03/10 2:00,08/03/10,598
,267.04,0,0,90,Cloudy skies,Full cloud cover,08/03/10 3:00,08/03/10,438
,265.21,0,0,20,Cloudy skies,Scattered clouds,08/03/10 4:00,08/03/10,438
,264.82,0,0,20,Cloudy skies,Scattered clouds,08/03/10 5:00,08/03/10,780
,264.02,0,0,1,Clear skies,Clear skies,08/03/10 6:00,08/03/10,1322
,262.81,0,0,21,Cloudy skies,Scattered clouds,08/03/10 7:00,08/03/10,2438
,265.14,0,0,20,Cloudy skies,Scattered clouds,08/03/10 8:00,08/03/10,3367
,266.02,0,0,20,Cloudy skies,Scattered clouds,08/03/10 9:00,08/03/10,4140
,267.12,0,0,21,Cloudy skies,Scattered clouds,08/03/10 10:00,08/03/10,4456
,268.25,0,0,20,Cloudy skies,Scattered clouds,08/03/10 11:00,08/03/10,4972
,269.69,0,0,21,Cloudy skies,Scattered clouds,08/03/10 12:00,08/03/10,5186
,270.87,0,0,21,Cloudy skies,Scattered clouds,08/03/10 13:00,08/03/10,4825
,270.77,0,0,20,Cloudy skies,Scattered clouds,08/03/10 14:00,08/03/10,5459
,271.12,0,0,21,Cloudy skies,Scattered clouds,08/03/10 15:00,08/03/10,5461
,270.78,0,0,76,Cloudy skies,Fragmented clouds,08/03/10 16:00,08/03/10,5017
,270.25,0,0,20,Cloudy skies,Scattered clouds,08/03/10 17:00,08/03/10,4596
,269.32,0,0,1,Clear skies,Clear skies,08/03/10 18:00,08/03/10,4536
,267.64,0,0,1,Clear skies,Clear skies,08/03/10 19:00,08/03/10,3924
,266.74,0,0,1,Clear skies,Clear skies,08/03/10 20:00,08/03/10,3232
,266.47,0,0,1,Clear skies,Clear skies,08/03/10 21:00,08/03/10,4131
,265.67,0,0,1,Clear skies,Clear skies,08/03/10 22:00,08/03/10,3706
,265.57,0,0,1,Clear skies,Clear skies,08/03/10 23:00,08/03/10,1980
,265.55,0,0,2,Clear skies,Clear skies,09/03/10 0:00,09/03/10,1224
,264.59,0,0,1,Clear skies,Clear skies,09/03/10 1:00,09/03/10,788
,265.9,0,0,1,Clear skies,Clear skies,09/03/10 3:00,09/03/10,450
,266.05,0,0,1,Clear skies,Clear skies,09/03/10 4:00,09/03/10,438
,266.75,0,0,75,Cloudy skies,Fragmented clouds,09/03/10 5:00,09/03/10,500
,268.52,0,0,90,Cloudy skies,Full cloud cover,09/03/10 6:00,09/03/10,822
,269.16,0,0,91,Cloudy skies,Full cloud cover,09/03/10 7:00,09/03/10,1043
,269.79,0,0,90,Cloudy skies,Full cloud cover,09/03/10 8:00,09/03/10,1664
,271.27,0,0,90,Cloudy skies,Full cloud cover,09/03/10 9:00,09/03/10,2499
,272.88,0,0,90,Cloudy skies,Full cloud cover,09/03/10 10:00,09/03/10,3159
,274.52,0,0,90,Cloudy skies,Full cloud cover,09/03/10 11:00,09/03/10,3791
,276.4,0,0,90,Cloudy skies,Full cloud cover,09/03/10 12:00,09/03/10,4320
,277.85,0,0,90,Cloudy skies,Full cloud cover,09/03/10 13:00,09/03/10,4550
,279.48,0,0,90,Cloudy skies,Full cloud cover,09/03/10 14:00,09/03/10,4731
,280.08,0,0,90,Cloudy skies,Full cloud cover,09/03/10 15:00,09/03/10,4789
,280.18,0,0,91,Cloudy skies,Full cloud cover,09/03/10 16:00,09/03/10,4851
,280,0,0,90,Cloudy skies,Full cloud cover,09/03/10 17:00,09/03/10,4302
,279.55,0,0,90,Cloudy skies,Full cloud cover,09/03/10 18:00,09/03/10,3956
,278.98,0,0,90,Cloudy skies,Full cloud cover,09/03/10 19:00,09/03/10,3239
,277.87,0,0,90,Cloudy skies,Full cloud cover,09/03/10 20:00,09/03/10,2779
,277.47,0,0,91,Cloudy skies,Full cloud cover,09/03/10 21:00,09/03/10,2524
,277.9,0,0,91,Cloudy skies,Full cloud cover,09/03/10 22:00,09/03/10,4101
,276.38,0,0,91,Cloudy skies,Full cloud cover,09/03/10 23:00,09/03/10,1246
,276.7,0,0,75,Cloudy skies,Fragmented clouds,10/03/10 0:00,10/03/10,662
,276.35,0,0,75,Cloudy skies,Fragmented clouds,10/03/10 1:00,10/03/10,356
,275.42,0,0,20,Cloudy skies,Scattered clouds,10/03/10 2:00,10/03/10,303
,273.98,0,0,20,Cloudy skies,Scattered clouds,10/03/10 3:00,10/03/10,379
,274.73,0,0,1,Clear skies,Clear skies,10/03/10 4:00,10/03/10,855
,275.82,0,0,1,Clear skies,Clear skies,10/03/10 5:00,10/03/10,2487
,276.41,0,0,1,Clear skies,Clear skies,10/03/10 6:00,10/03/10,5155
,276.68,0,0,20,Cloudy skies,Scattered clouds,10/03/10 7:00,10/03/10,6142
,276.88,0,0,40,Cloudy skies,Partly cloudy skies,10/03/10 8:00,10/03/10,5365
,278.94,0,0,40,Cloudy skies,Partly cloudy skies,10/03/10 9:00,10/03/10,4752
,281.38,0,0,40,Cloudy skies,Partly cloudy skies,10/03/10 10:00,10/03/10,4126
,281.85,0,0,40,Cloudy skies,Partly cloudy skies,10/03/10 11:00,10/03/10,4364
,281.97,0,0,76,Cloudy skies,Fragmented clouds,10/03/10 12:00,10/03/10,4610
,282.49,0,0,75,Cloudy skies,Fragmented clouds,10/03/10 13:00,10/03/10,4742
,283.05,0,0,1,Clear skies,Clear skies,10/03/10 14:00,10/03/10,5051
,283.22,0,0,1,Clear skies,Clear skies,10/03/10 15:00,10/03/10,5639
,282.75,0,0,1,Clear skies,Clear skies,10/03/10 16:00,10/03/10,6266
,282.71,0,0,90,Cloudy skies,Full cloud cover,10/03/10 17:00,10/03/10,5921
,281.74,0,0,90,Cloudy skies,Full cloud cover,10/03/10 18:00,10/03/10,4578
,281.15,0,0,91,Cloudy skies,Full cloud cover,10/03/10 19:00,10/03/10,3223
,279.88,0,0,75,Cloudy skies,Fragmented clouds,10/03/10 20:00,10/03/10,2536
,279.39,0,0,90,Cloudy skies,Full cloud cover,10/03/10 21:00,10/03/10,2078
,279.48,0,0,90,Cloudy skies,Full cloud cover,10/03/10 22:00,10/03/10,3152
,278.75,0,0,90,Cloudy skies,Full cloud cover,10/03/10 23:00,10/03/10,1454
,278.45,0,0,90,Cloudy skies,Full cloud cover,11/03/10 0:00,11/03/10,626
,278.25,0,0,91,Cloudy skies,Full cloud cover,11/03/10 1:00,11/03/10,431
,278.56,0,0,90,Cloudy skies,Full cloud cover,11/03/10 2:00,11/03/10,279
,277.96,0,0,90,Cloudy skies,Full cloud cover,11/03/10 3:00,11/03/10,390
,277.37,0,0,91,Cloudy skies,Full cloud cover,11/03/10 4:00,11/03/10,831
,277.62,0.538571429,0,90,Rainfall,Soft rain,11/03/10 5:00,11/03/10,2620
,277.07,0.25,0,90,Rainfall,Soft rain,11/03/10 6:00,11/03/10,5342
,276.65,0.25,0,90,Rainfall,Soft rain,11/03/10 7:00,11/03/10,6426
,276.26,0.51,0,90,Rainfall,Soft rain,11/03/10 8:00,11/03/10,5307
,276.84,0,0,90,Cloudy skies,Full cloud cover,11/03/10 9:00,11/03/10,4875
,276.95,0,0,90,Cloudy skies,Full cloud cover,11/03/10 10:00,11/03/10,4283
,277.35,0,0,90,Cloudy skies,Full cloud cover,11/03/10 11:00,11/03/10,4587
,278.07,0,0,90,Cloudy skies,Full cloud cover,11/03/10 12:00,11/03/10,4726
,277.93,0,0,90,Cloudy skies,Full cloud cover,11/03/10 13:00,11/03/10,4865
,278.89,0,0,90,Cloudy skies,Full cloud cover,11/03/10 14:00,11/03/10,5130
,278.89,0,0,91,Cloudy skies,Full cloud cover,11/03/10 15:00,11/03/10,5673
,279,0,0,75,Cloudy skies,Fragmented clouds,11/03/10 16:00,11/03/10,6372
,278.51,0,0,75,Cloudy skies,Fragmented clouds,11/03/10 17:00,11/03/10,6124
,277.57,0,0,75,Cloudy skies,Fragmented clouds,11/03/10 18:00,11/03/10,4574
,277.27,0,0,76,Cloudy skies,Fragmented clouds,11/03/10 19:00,11/03/10,3236
,275.51,0,0,75,Cloudy skies,Fragmented clouds,11/03/10 20:00,11/03/10,2840
,275.46,0,0,40,Cloudy skies,Partly cloudy skies,11/03/10 21:00,11/03/10,2685
,274.05,0,0,20,Cloudy skies,Scattered clouds,11/03/10 22:00,11/03/10,3752
,273.42,0,0,20,Cloudy skies,Scattered clouds,11/03/10 23:00,11/03/10,1179
,272.62,0,0,20,Cloudy skies,Scattered clouds,12/03/10 0:00,12/03/10,560
,271.35,0,0,20,Cloudy skies,Scattered clouds,12/03/10 1:00,12/03/10,339
,270.86,0,0,20,Cloudy skies,Scattered clouds,12/03/10 2:00,12/03/10,242
,269.99,0,0,20,Cloudy skies,Scattered clouds,12/03/10 3:00,12/03/10,376
,268.12,0,0,20,Cloudy skies,Scattered clouds,12/03/10 4:00,12/03/10,816
,267.26,0,0,20,Cloudy skies,Scattered clouds,12/03/10 5:00,12/03/10,2615
,266.1,0,0,1,Clear skies,Clear skies,12/03/10 6:00,12/03/10,5558
,265.46,0,0,20,Cloudy skies,Scattered clouds,12/03/10 7:00,12/03/10,6391
,265.77,0,0,21,Cloudy skies,Scattered clouds,12/03/10 8:00,12/03/10,5696
,265.64,0,0,20,Cloudy skies,Scattered clouds,12/03/10 9:00,12/03/10,5314
,266.97,0,0,1,Clear skies,Clear skies,12/03/10 10:00,12/03/10,4536
,267.41,0,0,40,Cloudy skies,Partly cloudy skies,12/03/10 11:00,12/03/10,4793
,269.14,0,0,75,Cloudy skies,Fragmented clouds,12/03/10 12:00,12/03/10,4827
,269.25,0,0,75,Cloudy skies,Fragmented clouds,12/03/10 13:00,12/03/10,4816
,270.04,0,0,75,Cloudy skies,Fragmented clouds,12/03/10 14:00,12/03/10,5385
,270.89,0,0,75,Cloudy skies,Fragmented clouds,12/03/10 15:00,12/03/10,5819
,271.17,0,0,40,Cloudy skies,Partly cloudy skies,12/03/10 16:00,12/03/10,6465
,271.67,0,0,20,Cloudy skies,Scattered clouds,12/03/10 17:00,12/03/10,6043
,271.07,0,0,20,Cloudy skies,Scattered clouds,12/03/10 18:00,12/03/10,4634
,269.95,0,0,20,Cloudy skies,Scattered clouds,12/03/10 19:00,12/03/10,3371
,270.4,0,0,41,Cloudy skies,Partly cloudy skies,12/03/10 20:00,12/03/10,2812
,269.8,0,0,76,Cloudy skies,Fragmented clouds,12/03/10 21:00,12/03/10,2289
,268.18,0,0,41,Cloudy skies,Partly cloudy skies,12/03/10 22:00,12/03/10,2466
,267.18,0,0,2,Clear skies,Clear skies,12/03/10 23:00,12/03/10,2455
,267.56,0,0,20,Cloudy skies,Scattered clouds,13/03/10 0:00,13/03/10,639
,266.72,0,0,20,Cloudy skies,Scattered clouds,13/03/10 1:00,13/03/10,380
,268.23,0,0,75,Cloudy skies,Fragmented clouds,13/03/10 2:00,13/03/10,244
,269.02,0,0,90,Cloudy skies,Full cloud cover,13/03/10 3:00,13/03/10,395
,269.92,0,0,90,Cloudy skies,Full cloud cover,13/03/10 4:00,13/03/10,849
,270.57,0,0,90,Cloudy skies,Full cloud cover,13/03/10 5:00,13/03/10,2628
,269.5,0,0,75,Cloudy skies,Fragmented clouds,13/03/10 6:00,13/03/10,5448
,269.58,0,0,20,Cloudy skies,Scattered clouds,13/03/10 7:00,13/03/10,6333
,269.25,0,0,2,Clear skies,Clear skies,13/03/10 8:00,13/03/10,5634
,271.83,0,0,1,Clear skies,Clear skies,13/03/10 9:00,13/03/10,5069
,274.39,0,0,2,Clear skies,Clear skies,13/03/10 10:00,13/03/10,4500
,276.75,0,0,2,Clear skies,Clear skies,13/03/10 11:00,13/03/10,4809
,279.01,0,0,2,Clear skies,Clear skies,13/03/10 12:00,13/03/10,5113
,280.78,0,0,1,Clear skies,Clear skies,13/03/10 13:00,13/03/10,5058
,280.83,0,0,1,Clear skies,Clear skies,13/03/10 14:00,13/03/10,5426
,281.35,0,0,2,Clear skies,Clear skies,13/03/10 15:00,13/03/10,5891
,282.08,0,0,21,Cloudy skies,Scattered clouds,13/03/10 16:00,13/03/10,6603
,281.87,0,0,20,Cloudy skies,Scattered clouds,13/03/10 17:00,13/03/10,5989
,282.66,0,0,40,Cloudy skies,Partly cloudy skies,13/03/10 18:00,13/03/10,4531
,281.69,0,0,21,Cloudy skies,Scattered clouds,13/03/10 19:00,13/03/10,3389
,280.93,0,0,20,Cloudy skies,Scattered clouds,13/03/10 20:00,13/03/10,3073
,280.02,0,0,20,Cloudy skies,Scattered clouds,13/03/10 21:00,13/03/10,3789
,279.67,0,0,20,Cloudy skies,Scattered clouds,13/03/10 22:00,13/03/10,3186
,280.05,0,0,76,Cloudy skies,Fragmented clouds,13/03/10 23:00,13/03/10,1295
,279.67,0,0,20,Cloudy skies,Scattered clouds,14/03/10 0:00,14/03/10,674
,279.32,0,0,20,Cloudy skies,Scattered clouds,14/03/10 1:00,14/03/10,418
,278.75,0,0,75,Cloudy skies,Fragmented clouds,14/03/10 2:00,14/03/10,310
,277.77,0,0,75,Cloudy skies,Fragmented clouds,14/03/10 3:00,14/03/10,401
,277.67,0,0,75,Cloudy skies,Fragmented clouds,14/03/10 4:00,14/03/10,721
,277.52,0,0,75,Cloudy skies,Fragmented clouds,14/03/10 5:00,14/03/10,2433
,276.6,0,0,75,Cloudy skies,Fragmented clouds,14/03/10 6:00,14/03/10,5252
,276.71,0,0,75,Cloudy skies,Fragmented clouds,14/03/10 7:00,14/03/10,6091
,276.62,0,0,75,Cloudy skies,Fragmented clouds,14/03/10 8:00,14/03/10,5730
,276.56,0,0,91,Cloudy skies,Full cloud cover,14/03/10 9:00,14/03/10,5094
,276.32,0,0,75,Cloudy skies,Fragmented clouds,14/03/10 10:00,14/03/10,4706
,277.86,0,0,90,Cloudy skies,Full cloud cover,14/03/10 11:00,14/03/10,5224
,277.91,0,0,91,Cloudy skies,Full cloud cover,14/03/10 12:00,14/03/10,5423
,278.66,0,0,90,Cloudy skies,Full cloud cover,14/03/10 13:00,14/03/10,5591
,279.24,0,0,75,Cloudy skies,Fragmented clouds,14/03/10 14:00,14/03/10,5597
,278.96,0,0,75,Cloudy skies,Fragmented clouds,14/03/10 15:00,14/03/10,5932
,278.27,0,0,75,Cloudy skies,Fragmented clouds,14/03/10 16:00,14/03/10,6317
,277.07,0,0,40,Cloudy skies,Partly cloudy skies,14/03/10 17:00,14/03/10,5748
